Date,平安银行,万科A,格力电器,华东医药,东方雨虹,宇通客车
2012-09-20,4.459,6.773,8.205,15.987,6.871,7.269
2012-09-21,4.415,6.765,8.161,15.94,6.63,7.304
2012-09-24,4.425,6.834,8.165,15.996,6.688,7.351
2012-09-25,4.367,6.851,8.165,16.105,6.852,7.285
2012-09-26,4.332,6.747,8.177,15.996,6.804,7.181
2012-09-27,4.466,7.111,8.417,16.109,6.838,7.076
2012-09-28,4.5,7.302,8.557,16.222,6.862,6.889
2012-10-08,4.442,7.068,8.441,16.222,6.862,6.855
2012-10-09,4.555,7.241,8.657,16.645,6.862,6.924
2012-10-10,4.555,7.241,8.665,17.125,6.862,7.016
2012-10-11,4.531,7.181,8.589,16.786,6.925,6.912
2012-10-12,4.555,7.137,8.625,16.645,7.017,6.76
2012-10-15,4.49,7.094,8.685,16.796,6.959,6.836
2012-10-16,4.531,7.085,8.681,16.932,7.041,6.769
2012-10-17,4.579,7.042,8.557,16.946,6.968,6.722
2012-10-18,4.631,7.311,8.689,17.21,6.963,6.867
2012-10-19,4.637,7.293,8.725,16.918,6.91,6.931
2012-10-22,4.651,7.293,8.765,16.928,7.563,6.87
2012-10-23,4.593,7.276,8.629,16.457,7.525,6.836
2012-10-24,4.589,7.302,8.605,16.222,7.317,6.829
2012-10-25,4.561,7.233,8.585,15.747,7.355,6.807
2012-10-26,4.465,7.103,8.461,16.034,7.331,6.76
2012-10-29,4.468,7.12,8.397,15.808,7.351,6.785
2012-10-30,4.52,7.189,8.569,16.246,7.133,6.785
2012-10-31,4.544,7.207,9.242,16.265,7.288,6.747
2012-11-01,4.62,7.44,9.346,16.316,7.36,6.817
2012-11-02,4.672,7.492,9.294,16.222,7.21,6.848
2012-11-05,4.7,7.51,9.322,16.128,7.249,6.908
2012-11-06,4.689,7.458,9.322,15.987,7.273,6.905
2012-11-07,4.679,7.371,9.246,16.076,7.326,6.902
2012-11-08,4.62,7.362,9.21,15.917,7.06,6.877
2012-11-09,4.634,7.259,9.126,15.775,7.031,6.738
2012-11-12,4.703,7.414,9.142,15.371,6.997,6.662
2012-11-13,4.634,7.25,9.033,15.211,6.847,6.507
2012-11-14,4.62,7.25,9.106,15.348,6.828,6.56
2012-11-15,4.541,7.146,9.166,15.517,6.765,6.541
2012-11-16,4.523,7.12,9.106,14.765,6.688,6.399
2012-11-19,4.52,7.085,9.146,15.042,6.61,6.402
2012-11-20,4.517,7.146,9.226,15.023,6.596,6.443
2012-11-21,4.579,7.25,9.234,15.047,6.683,6.459
2012-11-22,4.541,7.259,9.082,15.517,6.61,6.488
2012-11-23,4.579,7.319,9.206,15.728,6.663,6.652
2012-11-26,4.534,7.293,9.041,15.498,6.576,6.582
2012-11-27,4.551,7.328,9.017,15.047,6.412,6.56
2012-11-28,4.52,7.224,9.017,14.807,6.281,6.579
2012-11-29,4.399,7.302,9.065,14.882,6.412,6.586
2012-11-30,4.42,7.579,9.394,14.906,6.557,6.582
2012-12-03,4.337,7.622,9.31,14.835,6.6,6.424
2012-12-04,4.385,7.752,9.198,14.736,6.663,6.494
2012-12-05,4.624,7.917,9.514,15.103,6.983,6.677
2012-12-06,4.665,8.029,9.486,15.131,6.857,6.776
2012-12-07,4.841,7.969,9.021,15.451,6.983,6.795
2012-12-10,4.945,8.09,9.065,15.451,7.196,6.798
2012-12-11,4.872,8.003,9.045,15.286,7.191,6.776
2012-12-12,4.917,8.003,9.142,15.371,7.167,6.776
2012-12-13,4.855,8.073,9.286,15.376,6.983,6.731
2012-12-14,5.242,8.402,9.598,15.376,7.23,6.848
2012-12-17,5.256,8.289,9.686,15.141,7.113,6.962
2012-12-18,5.266,7.986,9.686,15.141,7.031,6.899
2012-12-19,5.242,8.064,9.626,15.752,6.968,7.067
2012-12-20,5.218,8.211,9.938,15.507,7.026,7.276
2012-12-21,5.135,8.168,10.246,15.522,7.133,7.307
2012-12-24,5.152,8.272,10.198,15.823,7.113,7.456
2012-12-25,5.321,8.766,10.326,16.222,7.331,7.535
2012-12-26,5.307,8.766,10.262,16.222,7.496,7.557
2012-12-27,5.345,8.766,10.106,15.982,7.351,7.497
2012-12-28,5.387,8.766,10.166,15.978,7.447,7.674
2012-12-31,5.532,8.766,10.206,15.987,7.38,7.975
2013-01-04,5.521,8.766,10.134,15.841,7.418,7.706
2013-01-07,5.628,8.766,10.55,15.931,7.646,7.855
2013-01-08,5.525,8.766,10.406,16.758,7.844,8.01
2013-01-09,5.476,8.766,10.434,17.482,7.752,7.921
2013-01-10,5.48,8.766,10.358,17.539,8.009,7.826
2013-01-11,5.366,8.766,10.406,16.989,7.863,7.82
2013-01-14,5.901,8.766,10.811,17.478,8.12,8.165
2013-01-15,6.081,8.766,10.847,17.779,8.105,8.158
2013-01-16,6.153,8.766,10.658,17.868,8.168,8.165
2013-01-17,6.126,8.766,10.646,17.732,7.955,8.2
2013-01-18,6.329,8.766,11.327,18.268,7.926,8.611
2013-01-21,6.802,9.641,11.491,18.098,7.936,8.864
2013-01-22,7.072,10.186,11.247,18.023,7.873,8.779
2013-01-23,6.923,10.126,11.343,17.492,7.786,8.567
2013-01-24,6.716,10.351,11.275,17.539,7.52,8.465
2013-01-25,6.613,10.134,11.323,18.018,7.549,8.766
2013-01-28,7.276,10.446,11.647,18.71,7.849,8.81
2013-01-29,7.383,10.576,11.767,18.474,7.83,8.807
2013-01-30,7.365,10.974,11.755,18.15,7.815,8.703
2013-01-31,7.286,10.403,11.715,17.868,7.859,8.706
2013-02-01,7.745,10.359,11.859,18.174,7.743,8.677
2013-02-04,7.6,10.307,11.647,17.774,7.515,8.81
2013-02-05,7.521,10.68,11.687,18.15,7.651,8.893
2013-02-06,7.548,10.533,11.531,18.338,7.713,8.88
2013-02-07,7.2,10.29,11.639,18.611,7.781,9.124
2013-02-08,7.165,10.42,11.891,18.766,7.951,9.437
2013-02-18,7.217,10.134,11.711,18.644,7.931,9.203
2013-02-19,7.186,9.701,11.415,18.202,7.646,9.029
2013-02-20,7.01,9.909,11.491,19.058,7.728,9.019
2013-02-21,6.768,9.796,11.207,18.338,7.433,8.605
2013-02-22,6.602,9.805,11.031,18.305,7.501,8.605
2013-02-25,6.91,9.537,11.211,18.474,7.568,8.728
2013-02-26,7.2,9.372,11.027,18.479,7.355,8.45
2013-02-27,7.258,9.805,11.179,17.774,7.297,8.383
2013-02-28,7.942,10.394,11.627,17.981,7.588,8.728
2013-03-01,7.963,10.429,11.871,18.714,7.646,8.703
2013-03-04,7.51,9.389,11.351,19.448,7.06,8.276
2013-03-05,8.263,9.433,11.323,20.139,7.065,8.459
2013-03-06,8.374,9.658,11.191,20.125,7.113,8.434
2013-03-07,8.197,9.71,10.975,19.791,7.297,8.31
2013-03-08,7.894,9.493,11.031,19.373,7.201,8.222
2013-03-11,7.814,9.623,11.067,19.763,7.254,8.212
2013-03-12,7.5,9.718,10.947,19.279,7.147,8.124
2013-03-13,7.628,9.485,10.69,19.053,7.002,7.893
2013-03-14,7.483,9.355,10.851,20.003,6.915,7.943
2013-03-15,7.666,9.078,11.127,20.689,6.925,8.336
2013-03-18,7.372,9.259,11.007,20.454,6.751,8.127
2013-03-19,7.424,9.485,10.903,20.266,6.78,8.285
2013-03-20,7.976,9.718,11.427,19.984,7.041,8.516
2013-03-21,7.928,9.537,11.611,19.711,7.113,8.494
2013-03-22,7.952,9.528,11.607,19.923,7.138,8.532
2013-03-25,7.859,9.649,11.447,19.716,7.055,8.63
2013-03-26,7.645,9.632,11.415,19.584,7.133,8.962
2013-03-27,7.648,9.744,11.619,20.642,7.089,9.14
2013-03-28,6.913,9.493,11.583,20.2,6.828,9.114
2013-03-29,6.947,9.32,11.435,20.106,6.799,9.054
2013-04-01,7.041,9.528,11.627,20.501,6.959,8.965
2013-04-02,7.058,9.701,11.507,19.608,7.201,8.871
2013-04-03,7.061,9.701,11.487,19.288,7.113,8.763
2013-04-08,6.882,9.511,11.587,19.612,7.138,8.617
2013-04-09,6.885,9.519,11.523,18.766,7.428,8.734
2013-04-10,6.699,9.563,10.855,17.976,7.355,8.598
2013-04-11,6.702,9.528,10.694,18.061,7.273,8.687
2013-04-12,6.526,9.459,10.486,18.065,7.186,8.627
2013-04-15,6.409,9.554,10.654,17.995,7.302,8.614
2013-04-16,6.474,10.082,10.763,18.366,7.53,8.766
2013-04-17,6.385,10.091,10.807,19.175,7.694,9.016
2013-04-18,6.595,10.134,10.815,18.931,7.636,9.111
2013-04-19,6.989,10.316,11.071,18.808,7.762,9.102
2013-04-22,6.985,10.126,10.622,19.608,7.743,9.127
2013-04-23,6.588,9.77,10.238,19.354,7.588,9.076
2013-04-24,6.699,9.788,10.446,19.358,7.743,8.956
2013-04-25,6.502,9.511,10.446,18.808,7.839,8.728
2013-04-26,6.457,9.554,10.406,18.338,7.646,8.725
2013-05-02,6.53,9.822,10.422,17.962,7.626,8.696
2013-05-03,6.813,9.866,10.658,18.197,7.854,9.181
2013-05-06,7.013,9.805,10.755,18.573,7.931,9.238
2013-05-07,6.992,10.03,10.694,18.921,7.912,9.488
2013-05-08,7.037,10.169,10.931,19.326,8.009,9.459
2013-05-09,6.951,10.039,10.735,19.227,7.801,10.152
2013-05-10,6.972,10.178,10.787,19.26,7.839,10.269
2013-05-13,6.878,10.065,10.51,18.743,7.772,10.279
2013-05-14,6.661,9.805,10.106,18.343,7.534,10.197
2013-05-15,6.664,9.796,10.21,18.503,7.994,10.895
2013-05-16,7.013,10.298,10.246,18.907,8.376,10.499
2013-05-17,7.041,10.703,10.362,19.391,8.783,10.563
2013-05-20,7.244,10.501,11.023,18.451,8.841,10.767
2013-05-21,7.286,10.589,11.175,18.047,9.267,11.093
2013-05-22,7.307,10.65,11.091,18.056,9.228,10.983
2013-05-23,7.086,10.571,10.722,17.868,9.291,10.604
2013-05-24,7.144,10.483,10.823,17.694,9.291,10.569
2013-05-27,7.051,10.386,10.743,17.811,9.185,10.593
2013-05-28,7.459,10.879,10.951,18.583,8.928,10.459
2013-05-29,7.348,10.844,10.839,18.639,9.823,10.709
2013-05-30,7.32,10.835,10.759,18.761,10.148,10.779
2013-05-31,7.248,10.545,10.731,19.702,9.775,10.54
2013-06-03,7.22,10.562,10.626,19.612,9.873,10.226
2013-06-04,7.296,10.439,10.422,19.96,9.462,10.377
2013-06-05,7.186,10.413,10.406,19.664,9.907,10.703
2013-06-06,6.951,10.113,10.462,19.279,9.394,10.761
2013-06-07,6.744,9.867,10.19,18.724,9.57,10.488
2013-06-13,6.488,9.392,9.854,18.569,9.423,10.063
2013-06-14,6.581,9.409,9.866,19.288,9.75,10.138
2013-06-17,6.644,9.092,9.606,19.749,9.692,10.534
2013-06-18,6.813,9.189,10.13,19.485,9.247,10.715
2013-06-19,6.644,8.969,10.202,19.279,9.335,10.785
2013-06-20,6.231,8.731,9.962,19.264,8.832,10.528
2013-06-21,6.287,8.714,10.046,19.744,8.881,10.651
2013-06-24,5.657,7.948,9.638,18.851,8.602,10.191
2013-06-25,5.562,7.79,9.558,18.597,8.832,10.185
2013-06-26,5.44,7.913,9.846,18.644,9.188,10.464
2013-06-27,5.351,8.001,9.998,18.799,8.929,10.581
2013-06-28,5.557,8.67,10.03,18.738,9.042,10.674
2013-07-01,5.434,8.696,9.986,18.813,9.472,11.146
2013-07-02,5.351,8.555,9.894,19.387,9.667,11.676
2013-07-03,5.2,8.327,9.93,19.41,9.535,11.297
2013-07-04,5.222,8.626,10.314,19.358,9.75,11.0
2013-07-05,5.222,8.978,10.306,18.63,9.677,11.169
2013-07-08,5.011,8.802,10.286,18.47,9.408,10.715
2013-07-09,5.016,8.503,10.182,19.123,9.78,10.383
2013-07-10,5.239,9.048,10.358,19.227,10.166,10.499
2013-07-11,5.763,9.488,10.587,19.053,10.264,10.948
2013-07-12,5.763,9.154,10.325,19.467,10.479,10.651
2013-07-15,5.858,9.198,10.233,20.642,11.525,11.053
2013-07-16,5.785,9.198,10.508,20.924,11.73,11.181
2013-07-17,5.652,9.145,10.487,20.228,11.378,10.901
2013-07-18,5.473,8.907,10.208,20.327,11.134,10.726
2013-07-19,5.256,8.415,9.667,20.031,10.899,10.552
2013-07-22,5.25,8.318,9.809,21.018,11.07,10.796
2013-07-23,5.551,8.696,10.084,21.343,11.456,10.919
2013-07-24,5.44,8.441,10.267,21.39,11.241,11.047
2013-07-25,5.468,8.362,10.35,21.489,10.518,10.814
2013-07-26,5.373,8.23,10.612,20.948,10.65,10.435
2013-07-29,5.245,8.054,10.408,21.014,10.792,10.01
2013-07-30,5.395,8.15,10.508,20.722,10.894,10.138
2013-07-31,5.345,8.379,10.837,20.586,11.378,10.08
2013-08-01,5.529,8.573,10.825,20.981,11.525,10.237
2013-08-02,5.473,8.784,10.708,20.962,11.407,10.231
2013-08-05,5.54,8.793,10.904,20.68,11.671,10.307
2013-08-06,5.529,8.74,11.024,21.014,11.647,10.453
2013-08-07,5.534,8.784,11.095,21.63,11.872,10.208
2013-08-08,5.512,8.617,11.233,21.531,11.72,10.068
2013-08-09,5.49,8.582,11.241,21.489,11.442,9.94
2013-08-12,5.757,8.916,11.445,21.526,11.613,10.377
2013-08-13,5.852,8.943,11.308,21.075,12.106,10.377
2013-08-14,5.813,8.881,11.324,20.623,11.925,10.464
2013-08-15,5.685,8.723,11.241,20.031,12.624,10.249
2013-08-16,5.897,8.705,11.158,19.664,12.448,10.086
2013-08-19,6.014,8.767,11.657,20.059,12.663,10.231
2013-08-20,6.131,8.591,11.657,19.796,12.336,10.569
2013-08-21,6.081,8.45,11.245,19.871,12.238,10.499
2013-08-22,6.103,8.432,11.253,19.786,12.096,10.435
2013-08-23,5.919,8.415,10.825,19.547,12.453,10.319
2013-08-26,6.075,8.555,10.991,19.81,12.468,10.517
2013-08-27,6.064,8.476,10.945,20.05,12.243,10.575
2013-08-28,5.925,8.318,10.837,19.815,11.911,10.365
2013-08-29,5.93,8.344,10.729,19.819,11.911,10.179
2013-08-30,5.913,8.327,10.854,19.41,11.461,10.074
2013-09-02,5.992,8.177,10.72,19.434,11.461,10.406
2013-09-03,6.242,8.547,10.825,20.083,11.461,10.82
2013-09-04,6.175,8.476,10.895,20.153,11.461,10.715
2013-09-05,6.148,8.503,10.733,19.617,11.461,10.709
2013-09-06,6.148,8.406,10.616,19.749,11.461,11.064
2013-09-09,6.761,8.749,10.741,19.758,12.15,11.128
2013-09-10,6.933,8.872,11.037,19.128,12.292,11.303
2013-09-11,7.073,9.004,11.074,18.865,12.321,11.309
2013-09-12,7.508,8.995,11.22,18.846,12.219,10.901
2013-09-13,7.363,8.925,11.22,19.485,11.916,10.988
2013-09-16,7.357,8.731,10.891,19.739,11.911,10.959
2013-09-17,7.129,8.45,10.754,19.669,11.877,10.773
2013-09-18,7.129,8.476,10.7,19.796,11.588,10.645
2013-09-23,7.179,8.529,10.987,20.266,11.74,11.047
2013-09-24,6.839,8.274,10.908,20.666,11.515,11.251
2013-09-25,6.705,8.089,11.865,20.134,11.632,10.907
2013-09-26,6.499,7.93,11.308,20.463,11.534,10.703
2013-09-27,6.632,7.974,11.353,21.042,11.481,10.703
2013-09-30,6.621,8.036,11.058,20.642,11.74,10.715
2013-10-08,6.805,8.406,11.008,20.689,11.661,10.843
2013-10-09,6.995,8.265,11.016,20.971,12.38,10.651
2013-10-10,6.844,8.283,11.278,20.431,12.439,10.389
2013-10-11,7.073,8.309,11.274,20.252,13.137,10.453
2013-10-14,6.961,8.098,11.616,20.045,13.783,10.377
2013-10-15,6.805,8.089,11.682,20.045,13.66,10.47
2013-10-16,6.694,7.983,11.253,19.73,12.976,10.173
2013-10-17,6.688,7.983,11.22,19.509,13.05,10.138
2013-10-18,6.8,8.071,11.241,19.415,13.006,10.109
2013-10-21,6.872,8.08,11.611,21.15,13.66,10.354
2013-10-22,6.716,7.992,11.349,20.854,12.688,10.383
2013-10-23,7.011,7.983,11.295,20.487,12.864,10.441
2013-10-24,7.246,7.886,11.632,20.003,12.536,10.418
2013-10-25,7.485,7.834,11.77,19.923,12.561,10.348
2013-10-28,7.318,7.684,12.09,20.031,12.952,9.999
2013-10-29,7.87,7.79,12.261,20.289,13.225,9.457
2013-10-30,8.026,7.992,13.014,21.159,13.646,9.504
2013-10-31,7.747,8.106,12.823,20.755,13.392,9.311
2013-11-01,7.73,8.265,12.74,20.595,13.572,9.486
2013-11-04,7.558,8.098,12.848,19.895,13.915,9.544
2013-11-05,7.613,8.098,12.436,19.664,13.851,9.655
2013-11-06,7.329,7.939,12.198,19.363,13.392,9.608
2013-11-07,7.396,7.895,12.078,19.457,13.46,9.3
2013-11-08,7.429,7.807,12.028,18.804,13.48,9.375
2013-11-11,7.468,7.666,11.994,19.608,13.26,9.311
2013-11-12,7.831,7.754,12.286,19.514,13.142,9.317
2013-11-13,7.429,7.71,12.053,19.232,13.03,9.166
2013-11-14,7.324,7.649,12.173,19.321,13.489,9.078
2013-11-15,7.446,7.842,12.448,19.33,13.651,9.183
2013-11-18,7.853,8.098,12.644,18.931,13.856,9.498
2013-11-19,7.703,7.992,12.452,18.761,13.734,9.282
2013-11-20,7.797,8.01,12.627,19.199,13.714,9.183
2013-11-21,7.769,7.772,12.81,19.279,14.614,9.311
2013-11-22,7.619,7.658,12.869,19.33,14.609,9.236
2013-11-25,7.524,7.578,13.002,19.373,14.565,9.329
2013-11-26,7.508,7.517,13.031,19.02,14.428,9.538
2013-11-27,7.563,7.534,12.844,18.714,14.565,9.987
2013-11-28,7.591,7.649,12.981,18.808,14.364,9.975
2013-11-29,7.58,7.71,12.989,18.987,14.218,9.999
2013-12-02,7.664,7.534,12.598,18.964,13.372,9.835
2013-12-03,7.547,7.614,12.856,19.302,13.641,10.179
2013-12-04,7.58,7.693,13.218,19.495,13.695,10.523
2013-12-05,7.485,7.693,13.248,20.031,13.216,10.691
2013-12-06,7.407,7.631,13.481,19.956,13.094,10.569
2013-12-09,7.351,7.587,13.855,19.636,13.553,10.528
2013-12-10,7.407,7.631,13.947,19.683,13.797,10.575
2013-12-11,7.156,7.517,13.689,19.509,13.876,10.284
2013-12-12,7.09,7.508,13.572,19.514,13.607,10.383
2013-12-13,6.995,7.517,14.276,19.514,13.294,10.593
2013-12-16,7.106,7.42,13.893,19.749,12.756,10.633
2013-12-17,7.09,7.279,13.443,20.087,12.551,10.569
2013-12-18,7.112,7.27,13.468,20.045,12.6,10.325
2013-12-19,6.967,7.165,13.452,20.28,12.326,10.214
2013-12-20,6.638,6.909,12.698,20.144,12.316,9.911
2013-12-23,6.66,6.857,13.36,21.197,12.561,10.162
2013-12-24,6.521,6.892,13.547,21.197,12.786,10.202
2013-12-25,6.532,6.962,13.635,21.183,13.069,10.336
2013-12-26,6.382,6.865,13.173,22.119,12.771,10.261
2013-12-27,6.549,7.068,13.385,21.865,12.893,10.424
2013-12-30,6.543,6.918,13.493,21.625,12.756,10.098
2013-12-31,6.828,7.068,13.597,21.63,12.888,10.226
2014-01-02,6.816,7.033,13.356,22.899,13.113,10.202
2014-01-03,6.649,6.901,12.902,23.04,12.854,10.278
2014-01-06,6.504,6.584,12.498,22.664,13.475,10.068
2014-01-07,6.482,6.54,12.477,22.438,13.269,10.086
2014-01-08,6.554,6.531,12.556,23.746,13.089,9.969
2014-01-09,6.588,6.566,12.265,23.651,12.918,9.911
2014-01-10,6.588,6.496,12.273,23.322,12.497,9.882
2014-01-13,6.465,6.373,11.803,22.626,12.233,10.028
2014-01-14,6.532,6.364,12.169,23.134,12.302,10.371
2014-01-15,6.504,6.311,12.219,23.482,12.356,10.593
2014-01-16,6.515,6.329,11.99,23.51,12.14,10.715
2014-01-17,6.398,6.232,11.686,23.134,11.417,10.645
2014-01-20,6.298,6.276,12.311,22.42,11.671,10.243
2014-01-21,6.332,6.355,12.344,22.203,11.329,10.301
2014-01-22,6.571,6.707,12.656,22.57,11.984,10.534
2014-01-23,6.521,6.593,12.606,22.1,11.974,10.761
2014-01-24,6.499,6.857,12.49,22.965,12.468,10.593
2014-01-27,6.348,6.733,12.074,21.489,12.219,10.464
2014-01-28,6.41,6.725,12.157,21.836,11.774,10.587
2014-01-29,6.443,6.637,11.94,22.288,11.808,10.575
2014-01-30,6.354,6.496,11.807,21.686,11.833,10.447
2014-02-07,6.343,6.522,11.969,22.297,11.999,10.488
2014-02-10,6.449,6.61,12.307,23.416,12.268,11.297
2014-02-11,6.688,6.645,12.457,23.976,12.238,11.233
2014-02-12,6.655,6.619,12.94,23.327,12.737,11.023
2014-02-13,6.811,6.522,13.214,22.542,12.404,11.326
2014-02-14,6.733,6.487,13.169,23.736,12.732,11.408
2014-02-17,6.671,6.487,13.139,24.169,12.751,11.518
2014-02-18,6.499,6.399,13.052,24.263,12.463,11.157
2014-02-19,6.688,6.487,13.302,23.346,12.365,10.965
2014-02-20,6.554,6.443,12.885,22.711,12.414,10.726
2014-02-21,6.465,6.302,12.698,23.167,12.253,10.75
2014-02-24,6.22,5.888,11.811,23.463,11.407,10.202
2014-02-25,6.142,5.783,11.566,22.335,10.997,9.952
2014-02-26,6.192,5.88,11.686,22.523,10.889,10.01
2014-02-27,6.265,5.8,10.974,21.536,10.938,10.243
2014-02-28,6.203,5.915,11.553,21.122,11.266,10.54
2014-03-03,6.153,5.844,11.711,21.338,11.51,10.884
2014-03-04,6.12,6.091,11.657,20.938,11.407,10.243
2014-03-05,5.964,5.95,11.399,20.351,10.86,10.127
2014-03-06,6.003,6.443,11.632,20.031,11.134,10.092
2014-03-07,6.019,6.399,11.557,20.351,10.997,10.284
2014-03-10,5.746,6.293,11.324,19.655,10.459,9.952
2014-03-11,5.707,6.601,11.57,20.172,10.225,9.952
2014-03-12,5.769,6.689,11.724,20.586,10.879,9.754
2014-03-13,5.886,6.786,11.645,20.478,10.684,9.783
2014-03-14,5.752,6.628,11.487,20.44,10.752,9.556
2014-03-17,5.835,6.83,11.591,20.341,10.826,9.783
2014-03-18,5.785,6.689,11.407,20.163,10.464,9.742
2014-03-19,5.707,6.601,11.199,20.125,10.435,9.306
2014-03-20,5.629,6.61,11.016,19.655,10.464,8.863
2014-03-21,6.014,7.05,11.291,20.595,10.792,9.067
2014-03-24,6.014,7.094,11.162,20.059,11.481,9.009
2014-03-25,5.908,7.024,11.299,20.073,11.295,9.236
2014-03-26,5.964,6.909,11.295,21.39,11.187,9.544
2014-03-27,6.003,7.024,11.133,20.854,11.051,9.469
2014-03-28,6.008,7.147,11.491,20.854,11.085,9.358
2014-03-31,6.003,7.121,11.657,21.15,11.231,9.352
2014-04-01,6.019,7.112,11.79,21.141,11.173,9.428
2014-04-02,6.081,7.297,11.745,20.51,11.168,9.265
2014-04-03,6.003,7.129,11.616,19.744,11.617,9.247
2014-04-04,6.014,7.138,11.853,19.843,11.837,9.306
2014-04-08,6.287,7.173,12.278,20.2,11.818,9.41
2014-04-09,6.237,7.085,12.469,20.125,12.116,9.492
2014-04-10,6.332,7.085,12.577,20.327,11.74,9.573
2014-04-11,6.354,6.997,13.035,20.219,11.769,9.806
2014-04-14,6.287,6.98,12.948,20.642,11.974,9.835
2014-04-15,6.114,6.83,12.54,20.924,11.95,9.835
2014-04-16,6.125,6.927,12.673,20.478,11.72,9.835
2014-04-17,6.075,6.821,12.432,20.915,11.745,9.835
2014-04-18,6.019,6.848,12.357,21.489,11.666,9.835
2014-04-21,5.958,6.742,12.082,21.681,11.534,9.835
2014-04-22,6.164,6.813,12.282,21.639,11.388,9.835
2014-04-23,6.298,6.865,12.602,21.155,11.578,9.835
2014-04-24,6.259,7.033,12.427,21.061,11.749,9.835
2014-04-25,6.27,6.989,12.269,20.774,11.095,9.835
2014-04-28,6.148,7.015,12.178,20.125,11.168,9.835
2014-04-29,6.22,6.989,12.686,21.047,11.559,9.835
2014-04-30,6.209,6.953,12.536,21.55,11.825,9.835
2014-05-05,6.125,6.813,12.515,21.451,11.692,9.835
2014-05-06,6.103,6.857,12.461,21.474,11.909,9.835
2014-05-07,6.047,6.927,12.182,21.63,11.667,9.835
2014-05-08,6.092,6.825,12.161,22.227,11.514,9.835
2014-05-09,6.159,6.741,12.286,21.996,10.997,9.835
2014-05-12,6.32,6.797,12.369,22.006,11.253,9.835
2014-05-13,6.259,6.992,12.257,21.752,11.169,9.835
2014-05-14,6.304,7.085,12.236,22.57,11.445,9.835
2014-05-15,6.237,7.038,12.173,22.565,11.204,9.835
2014-05-16,6.281,7.15,12.248,22.335,11.204,9.835
2014-05-19,6.281,7.141,12.111,22.241,11.076,9.835
2014-05-20,6.265,7.187,12.165,21.442,11.125,9.835
2014-05-21,6.315,7.187,12.194,22.702,11.022,9.835
2014-05-22,6.348,7.326,12.173,22.123,11.16,9.207
2014-05-23,6.454,7.568,12.198,22.805,11.293,8.904
2014-05-26,6.454,7.531,12.44,22.932,11.667,9.205
2014-05-27,6.454,7.586,12.436,22.537,11.672,9.584
2014-05-28,6.465,7.846,12.844,22.659,11.84,9.578
2014-05-29,6.41,7.93,12.865,22.815,11.81,9.428
2014-05-30,6.41,7.939,12.89,23.12,11.756,9.337
